"pole1","pole2","pole3","pole4","pole5","pole6","pole7","pole8","pole9","pole10","key"
0,0,0,0,17,185,0,0,0,0,"台南市永康區烏竹里"
0,3,0,0,24,394,0,0,0,0,"台南市永康區王行里"
0,1,0,0,13,105,0,0,0,0,"台南市永康區甲頂里"
0,0,0,0,11,33,0,0,0,0,"台南市永康區神洲里"
0,1,0,0,19,217,0,0,0,0,"台南市永康區網寮里"
0,8,0,0,21,351,0,0,0,0,"台南市永康區蔦松里"
0,3,0,0,32,554,0,0,0,0,"台南市永康區西勢里"
0,0,0,0,12,170,0,0,0,0,"台南市永康區西灣里"
0,3,0,0,34,496,0,0,0,0,"台南市永康區龍潭里"
0,0,0,2,69,835,0,0,0,0,"台南市玉井區三和里"
0,1,0,0,42,663,0,0,0,0,"台南市玉井區三埔里"
0,0,0,10,88,899,0,0,0,0,"台南市玉井區中正里"
0,1,0,10,114,1202,0,0,0,0,"台南市玉井區層林里"
0,1,0,1,111,876,0,0,0,0,"台南市玉井區望明里"
0,2,0,5,82,993,0,0,0,0,"台南市玉井區沙田里"
0,1,0,1,11,99,0,0,0,0,"台南市玉井區玉井里"
0,6,0,0,46,530,0,0,0,0,"台南市玉井區玉田里"
0,1,0,0,61,473,0,0,0,0,"台南市玉井區竹圍里"
0,4,0,0,127,1334,0,0,0,0,"台南市玉井區豐里里"
0,0,0,1,17,661,0,0,1,0,"台南市白河區仙草里"
0,0,0,0,15,349,0,0,0,0,"台南市白河區內角里"
0,0,0,0,12,637,0,0,1,0,"台南市白河區六溪里"
0,0,0,0,3,87,0,0,0,0,"台南市白河區外角里"
0,0,0,0,9,310,0,0,0,0,"台南市白河區大林里"
0,0,0,0,8,583,0,0,0,0,"台南市白河區大竹里"
0,0,0,0,5,307,0,0,0,0,"台南市白河區崁頭里"
0,0,0,4,20,695,0,0,0,0,"台南市白河區崎內里"
0,1,0,0,6,235,0,0,0,0,"台南市白河區庄內里"
0,0,0,0,8,262,0,0,0,0,"台南市白河區廣安里"
0,0,0,0,9,337,0,0,0,0,"台南市白河區昇安里"
0,0,0,0,9,274,0,0,0,0,"台南市白河區永安里"
0,0,0,0,10,353,0,0,0,0,"台南市白河區汴頭里"
0,0,0,0,20,472,0,0,0,0,"台南市白河區河東里"
0,0,0,0,3,407,0,0,0,0,"台南市白河區玉豐里"
0,0,0,0,8,192,0,0,0,0,"台南市白河區甘宅里"
0,0,0,0,4,85,0,0,0,0,"台南市白河區白河里"
0,0,0,0,11,340,0,0,0,0,"台南市白河區秀祐里"
0,0,0,0,11,363,0,0,0,0,"台南市白河區竹門里"
0,0,0,0,4,443,0,0,0,0,"台南市白河區草店里"
0,0,0,0,15,396,0,0,0,0,"台南市白河區蓮潭里"
0,0,0,0,6,384,0,0,0,0,"台南市白河區虎山里"
0,0,0,1,3,223,0,0,0,0,"台南市白河區詔安里"
0,1,0,0,44,1791,0,0,0,0,"台南市白河區關嶺里"
0,0,0,0,14,359,0,0,0,0,"台南市西港區劉厝里"
0,1,0,0,25,578,0,0,0,0,"台南市西港區南海里"
0,0,0,0,14,385,0,0,0,0,"台南市西港區後營里"
0,5,0,0,16,714,0,0,0,0,"台南市西港區慶安里"
0,2,0,0,16,509,0,0,0,0,"台南市西港區新復里"
0,1,0,0,31,567,0,0,0,0,"台南市西港區檨林里"
0,0,0,0,2,317,0,0,0,0,"台南市西港區永樂里"
0,1,0,0,19,426,0,0,0,0,"台南市西港區港東里"
0,3,0,0,19,614,0,0,0,0,"台南市西港區營西里"
0,1,0,0,13,325,0,0,0,0,"台南市西港區竹林里"
0,4,0,0,30,454,0,0,0,0,"台南市西港區西港里"
0,3,0,0,43,615,0,0,0,0,"台南市西港區金砂里"
0,8,0,0,47,660,0,0,0,0,"台南市關廟區下湖里"
0,4,0,0,30,491,0,0,0,0,"台南市關廟區五甲里"
0,2,0,0,8,269,0,0,0,0,"台南市關廟區北勢里"
0,0,0,0,23,356,0,0,0,0,"台南市關廟區北花里"
0,0,0,0,3,94,0,0,0,0,"台南市關廟區南花里"
0,5,0,0,42,867,0,0,0,0,"台南市關廟區埤頭里"
0,0,0,0,18,161,0,0,0,0,"台南市關廟區山西里"
0,3,0,0,75,1074,0,0,0,0,"台南市關廟區布袋里"
0,0,0,0,55,779,0,0,0,0,"台南市關廟區新光里"
0,0,0,0,17,185,0,0,0,0,"台南市關廟區新埔里"
0,0,0,0,21,247,0,0,0,0,"台南市關廟區東勢里"
0,1,0,0,11,205,0,0,0,0,"台南市關廟區松腳里"
0,2,0,0,35,637,0,0,0,0,"台南市關廟區深坑里"
0,4,0,0,18,326,0,0,0,0,"台南市關廟區田中里"
0,1,0,0,16,209,0,0,0,0,"台南市關廟區關廟里"
0,0,0,0,17,205,0,0,0,0,"台南市關廟區香洋里"
0,1,0,0,26,310,0,0,0,0,"台南市關廟區龜洞里"
0,0,0,0,0,7,0,0,0,0,"台南市鹽水區三生里"
0,0,0,0,9,212,0,0,0,0,"台南市鹽水區下中里"
0,0,0,0,9,191,0,0,0,0,"台南市鹽水區下林里"
0,0,0,0,0,16,0,0,0,0,"台南市鹽水區中境里"
0,0,0,0,14,252,0,0,0,0,"台南市鹽水區南港里"
0,0,0,0,6,133,0,0,0,0,"台南市鹽水區大莊里"
0,0,0,0,3,76,0,0,0,0,"台南市鹽水區大豐里"
0,0,0,0,3,163,0,0,0,0,"台南市鹽水區孫厝里"
0,0,0,0,14,366,0,0,0,0,"台南市鹽水區岸內里"
0,0,0,0,10,430,0,0,0,0,"台南市鹽水區後宅里"
0,0,0,0,2,113,0,0,0,0,"台南市鹽水區桐寮里"
0,0,0,0,19,295,0,0,0,0,"台南市鹽水區橋南里"
0,0,0,0,13,427,0,0,0,0,"台南市鹽水區歡雅里"
0,0,0,0,1,29,0,0,0,0,"台南市鹽水區武廟里"
0,0,0,0,0,15,0,0,0,0,"台南市鹽水區水仙里"
0,0,0,0,0,7,0,0,0,0,"台南市鹽水區水正里"
0,0,0,0,9,228,0,0,0,0,"台南市鹽水區水秀里"
0,0,0,0,25,651,0,0,0,0,"台南市鹽水區汫水里"
0,0,0,0,2,63,0,0,0,0,"台南市鹽水區河南里"
0,0,0,0,1,171,0,0,0,0,"台南市鹽水區田寮里"
0,0,0,0,6,310,0,0,0,0,"台南市鹽水區竹埔里"
0,0,0,0,6,115,0,0,0,0,"台南市鹽水區義稠里"
0,1,0,0,16,342,0,0,0,0,"台南市鹽水區舊營里"
0,0,0,0,6,380,0,0,0,0,"台南市鹽水區飯店里"
0,0,0,0,7,240,0,0,0,0,"台南市麻豆區中民里"
0,0,0,0,3,40,0,0,0,0,"台南市麻豆區中興里"
0,0,0,0,0,9,0,0,0,0,"台南市麻豆區保安里"
0,0,0,0,18,792,0,1,0,0,"台南市麻豆區北勢里"
0,1,0,0,20,592,0,0,0,0,"台南市麻豆區南勢里"
0,0,0,0,1,135,0,0,0,0,"台南市麻豆區埤頭里"
0,0,0,0,8,102,0,0,0,0,"台南市麻豆區大埕里"
0,0,0,0,3,121,0,0,0,0,"台南市麻豆區大山里"
0,0,0,0,2,99,0,0,0,0,"台南市麻豆區安東里"
0,0,0,0,5,228,0,0,0,0,"台南市麻豆區安業里"
0,0,0,0,7,604,0,0,0,0,"台南市麻豆區安正里"
0,0,0,0,4,155,0,0,0,0,"台南市麻豆區安西里"
0,0,0,0,10,479,0,0,0,0,"台南市麻豆區寮廍里"
0,1,0,0,13,287,0,0,0,0,"台南市麻豆區小埤里"
0,0,0,0,2,75,0,0,0,0,"台南市麻豆區巷口里"
0,0,0,0,1,43,0,0,0,0,"台南市麻豆區新建里"
0,0,0,0,2,52,0,0,0,0,"台南市麻豆區晉江里"
0,0,0,0,4,164,0,0,0,0,"台南市麻豆區東角里"
0,0,0,0,8,234,0,0,0,0,"台南市麻豆區油車里"
0,0,0,0,13,365,0,0,0,0,"台南市麻豆區海埔里"
0,0,0,0,10,420,0,0,0,0,"台南市麻豆區港尾里"
0,0,0,0,7,216,0,0,0,0,"台南市麻豆區磚井里"
0,0,0,0,2,13,0,0,0,0,"台南市麻豆區穀興里"
0,0,0,0,2,77,0,0,0,0,"台南市麻豆區總榮里"
0,0,0,0,1,92,0,0,0,0,"台南市麻豆區興農里"
0,0,0,0,3,178,0,0,0,0,"台南市麻豆區莊禮里"
0,0,0,0,5,198,0,0,0,0,"台南市麻豆區謝安里"
0,0,0,0,9,432,0,0,0,0,"台南市麻豆區麻口里"
0,0,0,0,6,159,0,0,0,0,"台南市麻豆區龍泉里"
0,1,0,0,35,611,0,0,0,0,"台南市龍崎區中坑里"
0,0,0,0,54,1373,0,0,0,0,"台南市龍崎區土崎里"
0,0,0,0,28,583,0,0,0,0,"台南市龍崎區大坪里"
0,1,0,0,59,1161,0,0,0,0,"台南市龍崎區崎頂里"
0,2,0,0,44,758,0,0,0,0,"台南市龍崎區楠坑里"
0,0,0,0,38,295,0,0,0,0,"台南市龍崎區牛埔里"
0,1,0,0,36,765,0,0,0,0,"台南市龍崎區石𥕢里"
0,0,0,0,20,448,0,0,0,0,"台南市龍崎區龍船里"
0,0,0,0,0,53,0,0,0,0,"嘉義市東區中央里"
0,0,0,0,0,4,0,0,0,0,"嘉義市東區中山里"
0,0,0,0,6,18,0,0,0,0,"嘉義市東區中庄里"
0,0,0,0,3,11,0,0,0,0,"嘉義市東區仁義里"
0,0,0,0,2,29,0,0,0,0,"嘉義市東區北門里"
0,0,0,0,22,125,0,0,0,0,"嘉義市東區圳頭里"
0,2,0,0,4,45,0,0,0,0,"嘉義市東區太平里"
0,0,0,0,9,56,0,0,0,0,"嘉義市東區安寮里"
0,0,0,0,9,97,0,0,0,0,"嘉義市東區安業里"
0,0,0,0,2,20,0,0,0,0,"嘉義市東區宣信里"
0,3,0,0,60,227,0,0,0,0,"嘉義市東區後庄里"
0,3,0,0,43,279,0,0,0,0,"嘉義市東區後湖里"
0,0,0,0,4,29,0,0,0,0,"嘉義市東區文雅里"
0,0,0,0,11,79,0,0,0,0,"嘉義市東區新店里"
0,0,0,0,0,1,0,0,0,0,"嘉義市東區新開里"
0,0,0,0,1,20,0,0,0,0,"嘉義市東區朝陽里"
0,0,0,0,3,16,0,0,0,0,"嘉義市東區東川里"
0,0,0,0,1,40,0,0,0,0,"嘉義市東區東興里"
0,0,0,0,2,17,0,0,0,0,"嘉義市東區林森里"
0,0,0,0,1,49,0,0,0,0,"嘉義市東區民族里"
0,0,0,0,15,76,0,0,0,0,"嘉義市東區王田里"
0,0,0,1,29,241,0,0,0,0,"嘉義市東區盧厝里"
0,0,0,0,0,18,0,0,0,0,"嘉義市東區短竹里"
0,0,0,0,1,19,0,0,0,0,"嘉義市東區義教里"
0,0,0,0,17,71,0,0,0,0,"嘉義市東區興仁里"
0,0,0,0,17,66,0,0,0,0,"嘉義市東區興安里"
0,0,0,0,13,85,0,0,0,0,"嘉義市東區興村里"
0,1,0,0,14,75,0,0,0,0,"嘉義市東區芳安里"
0,0,0,0,9,63,0,0,0,0,"嘉義市東區芳草里"
0,0,0,0,40,289,0,0,0,0,"嘉義市東區荖藤里"
0,0,0,0,1,45,0,0,0,0,"嘉義市東區華南里"
0,1,0,0,15,84,0,0,0,0,"嘉義市東區蘭潭里"
0,1,0,0,2,22,0,0,0,0,"嘉義市東區豐年里"
0,0,0,0,1,20,0,0,0,0,"嘉義市東區過溝里"
0,1,0,1,23,122,0,0,0,0,"嘉義市東區長竹里"
0,0,0,0,3,32,0,0,0,0,"嘉義市東區頂寮里"
0,0,0,0,22,116,0,0,0,0,"嘉義市東區頂庄里"
0,1,0,0,54,275,0,0,0,0,"嘉義市東區鹿寮里"
0,0,0,0,27,117,0,0,0,0,"嘉義市西區下埤里"
0,0,0,0,11,54,0,0,0,0,"嘉義市西區保安里"
0,0,0,0,0,1,0,0,0,0,"嘉義市西區保生里"
0,0,0,0,3,10,0,0,0,0,"嘉義市西區保福里"
0,0,0,0,7,65,0,0,0,0,"嘉義市西區光路里"
0,0,0,0,5,25,0,0,0,0,"嘉義市西區劉厝里"
0,0,0,0,19,116,0,0,0,0,"嘉義市西區北新里"
0,0,0,0,7,36,0,0,0,0,"嘉義市西區北榮里"
0,1,0,0,63,274,0,0,0,0,"嘉義市西區北湖里"
0,0,0,0,2,14,0,0,0,0,"嘉義市西區國華里"
0,0,0,0,3,11,0,0,0,0,"嘉義市西區垂楊里"
0,0,0,0,0,1,0,0,0,0,"嘉義市西區培元里"
0,0,0,0,48,247,0,0,0,0,"嘉義市西區大溪里"
0,0,0,0,0,6,0,0,0,0,"嘉義市西區導明里"
0,0,0,0,5,21,0,0,0,0,"嘉義市西區後驛里"
0,0,0,0,1,8,0,0,0,0,"嘉義市西區慶安里"
0,2,0,0,0,53,0,0,0,0,"嘉義市西區文化里"
0,0,0,0,0,3,0,0,0,0,"嘉義市西區新厝里"
0,0,0,0,0,28,0,0,0,0,"嘉義市西區新富里"
0,0,0,0,2,27,0,0,0,0,"嘉義市西區新西里"
0,0,0,0,3,71,0,0,0,0,"嘉義市西區書院里"
0,0,0,0,29,93,0,0,0,0,"嘉義市西區港坪里"
0,2,0,0,29,141,0,0,0,0,"嘉義市西區湖內里"
0,0,0,0,2,10,0,0,0,0,"嘉義市西區湖邊里"
0,0,0,0,3,47,0,0,0,0,"嘉義市西區獅子里"
0,0,0,0,0,10,0,0,0,0,"嘉義市西區番社里"
0,0,0,0,5,34,0,0,0,0,"嘉義市西區磚磘里"
0,0,0,0,3,42,0,0,0,0,"嘉義市西區福全里"
0,0,0,0,8,64,0,0,0,0,"嘉義市西區福安里"
0,0,0,0,0,1,0,0,0,0,"嘉義市西區福民里"
0,0,0,0,3,26,0,0,0,0,"嘉義市西區竹圍里"
0,3,0,0,31,166,0,0,0,0,"嘉義市西區竹村里"
0,0,0,0,7,71,0,0,0,0,"嘉義市西區紅瓦里"
0,0,0,0,3,25,0,0,0,0,"嘉義市西區美源里"
0,0,0,0,0,4,0,0,0,0,"嘉義市西區育英里"
0,0,0,0,6,43,0,0,0,0,"嘉義市西區西平里"
0,0,0,0,0,65,0,0,0,0,"嘉義市西區西榮里"
0,0,0,0,2,19,0,0,0,0,"嘉義市西區車店里"
0,0,0,0,0,20,0,0,0,0,"嘉義市西區重興里"
0,0,0,0,39,110,0,0,0,0,"嘉義市西區頭港里"
0,0,0,0,10,53,0,0,0,0,"嘉義市西區香湖里"
0,0,0,0,73,458,0,0,0,0,"嘉義縣中埔鄉三層村"
0,1,0,0,24,230,0,0,0,0,"嘉義縣中埔鄉中埔村"
0,6,0,0,54,350,0,0,0,0,"嘉義縣中埔鄉中崙村"
0,2,0,0,89,585,0,0,0,0,"嘉義縣中埔鄉同仁村"
0,2,0,0,54,389,0,0,0,0,"嘉義縣中埔鄉和睦村"
0,0,0,0,61,279,0,0,0,0,"嘉義縣中埔鄉和美村"
0,3,0,0,33,281,0,0,0,0,"嘉義縣中埔鄉和興村"
0,0,0,0,55,317,0,0,0,0,"嘉義縣中埔鄉塩館村"
0,2,0,0,60,271,0,0,0,0,"嘉義縣中埔鄉富收村"
0,4,0,2,129,904,0,0,0,0,"嘉義縣中埔鄉東興村"
0,0,0,0,70,477,0,0,0,0,"嘉義縣中埔鄉沄水村"
0,3,0,4,37,337,0,0,0,0,"嘉義縣中埔鄉深坑村"
0,5,0,16,99,661,0,1,8,0,"嘉義縣中埔鄉灣潭村"
0,0,1,0,24,223,0,0,0,0,"嘉義縣中埔鄉瑞豐村"
0,9,0,5,164,885,0,0,1,0,"嘉義縣中埔鄉石硦村"
0,2,0,1,120,711,0,0,0,0,"嘉義縣中埔鄉社口村"
0,2,0,0,46,252,0,0,0,0,"嘉義縣中埔鄉義仁村"
0,0,0,0,42,296,0,0,0,0,"嘉義縣中埔鄉裕民村"
0,1,0,0,65,256,0,0,0,0,"嘉義縣中埔鄉金蘭村"
0,2,0,0,59,267,0,0,0,0,"嘉義縣中埔鄉隆興村"
0,0,0,1,40,287,0,0,0,0,"嘉義縣中埔鄉頂埔村"
0,1,0,0,32,122,0,0,0,0,"嘉義縣中埔鄉龍門村"
0,1,0,0,16,271,0,0,0,0,"嘉義縣六腳鄉三義村"
0,0,0,0,14,309,0,0,0,0,"嘉義縣六腳鄉六南村"
0,0,0,0,11,218,0,0,0,0,"嘉義縣六腳鄉六斗村"
0,2,0,0,14,255,0,0,0,0,"嘉義縣六腳鄉六腳村"
0,2,0,0,17,387,0,0,0,0,"嘉義縣六腳鄉古林村"
0,2,0,0,13,183,0,0,0,0,"嘉義縣六腳鄉塗師村"
0,2,0,0,11,206,0,0,0,0,"嘉義縣六腳鄉崙陽村"
0,1,0,0,25,379,0,0,0,0,"嘉義縣六腳鄉崩山村"
0,1,0,0,8,58,0,0,0,0,"嘉義縣六腳鄉工廠村"
0,1,0,0,13,281,0,0,0,0,"嘉義縣六腳鄉更寮村"
0,0,0,0,69,537,0,0,0,0,"嘉義縣六腳鄉正義村"
0,3,0,0,22,189,0,0,0,0,"嘉義縣六腳鄉永賢村"
0,1,0,0,10,337,0,0,0,0,"嘉義縣六腳鄉港美村"
0,0,0,0,18,187,0,0,0,0,"嘉義縣六腳鄉溪厝村"
0,1,0,0,15,387,0,0,0,0,"嘉義縣六腳鄉潭墘村"
0,0,0,0,14,120,0,0,0,0,"嘉義縣六腳鄉灣北村"
0,0,0,0,23,339,0,0,0,0,"嘉義縣六腳鄉灣南村"
0,2,0,0,19,210,0,0,0,0,"嘉義縣六腳鄉竹本村"
0,0,0,0,19,93,0,0,0,0,"嘉義縣六腳鄉蒜南村"
0,1,0,0,12,78,0,0,0,0,"嘉義縣六腳鄉蒜東村"
0,0,0,0,21,187,0,0,0,0,"嘉義縣六腳鄉蒜頭村"
0,1,0,0,9,136,0,0,0,0,"嘉義縣六腳鄉蘇厝村"
0,2,0,0,20,268,0,0,0,0,"嘉義縣六腳鄉豐美村"
0,1,0,0,15,285,0,0,0,0,"嘉義縣六腳鄉雙涵村"
0,0,0,0,17,344,0,0,0,0,"嘉義縣六腳鄉魚寮村"
0,43,0,4,166,1066,0,0,0,0,"嘉義縣大埔鄉和平村"
0,0,0,0,18,176,0,0,0,0,"嘉義縣大埔鄉大埔村"
0,24,0,3,155,961,0,0,1,0,"嘉義縣大埔鄉永樂村"
1,12,0,0,119,1134,0,0,0,0,"嘉義縣大埔鄉茄苳村"
2,16,0,2,200,1559,0,0,8,0,"嘉義縣大埔鄉西興村"
0,1,0,0,35,554,0,0,0,0,"嘉義縣大林鎮三和里"
0,5,0,0,19,358,0,0,0,0,"嘉義縣大林鎮三村里"
0,2,0,0,53,476,0,0,0,0,"嘉義縣大林鎮三角里"
0,0,0,0,17,168,0,0,0,0,"嘉義縣大林鎮上林里"
0,3,0,2,88,1151,0,0,2,0,"嘉義縣大林鎮中坑里"
0,3,0,0,34,341,0,0,0,0,"嘉義縣大林鎮中林里"
0,0,0,0,10,101,0,0,0,0,"嘉義縣大林鎮內林里"
0,1,0,0,13,48,0,0,0,0,"嘉義縣大林鎮吉林里"
0,3,0,0,7,93,0,0,0,0,"嘉義縣大林鎮大糖里"
0,4,0,0,18,249,0,0,0,0,"嘉義縣大林鎮大美里"
0,2,1,0,58,456,0,0,0,0,"嘉義縣大林鎮平林里"
0,0,0,0,24,287,0,0,0,0,"嘉義縣大林鎮排路里"
0,0,0,0,25,249,0,0,0,0,"嘉義縣大林鎮明和里"
0,3,0,0,34,286,0,0,0,0,"嘉義縣大林鎮明華里"
0,0,0,0,3,29,0,0,0,0,"嘉義縣大林鎮東林里"
0,3,0,0,10,270,0,0,0,0,"嘉義縣大林鎮湖北里"
0,0,0,0,5,141,0,0,0,0,"嘉義縣大林鎮溝背里"
0,0,0,0,8,190,0,0,0,0,"嘉義縣大林鎮義和里"
0,1,0,0,12,128,0,0,0,0,"嘉義縣大林鎮西林里"
0,3,0,0,42,318,0,0,0,0,"嘉義縣大林鎮西結里"
0,3,0,0,39,338,0,0,0,0,"嘉義縣大林鎮過溪里"
0,0,0,0,19,250,0,0,0,0,"嘉義縣太保市前潭里"
0,0,0,0,46,301,0,0,0,0,"嘉義縣太保市北新里"
0,9,0,0,39,316,0,0,0,0,"嘉義縣太保市南新里"
0,0,0,0,22,231,0,0,0,0,"嘉義縣太保市埤鄉里"
0,1,0,0,22,177,0,0,0,0,"嘉義縣太保市太保里"
0,1,0,0,46,541,0,0,0,0,"嘉義縣太保市安仁里"
0,0,0,0,12,157,0,0,0,0,"嘉義縣太保市崙頂里"
0,0,0,0,11,79,0,0,0,0,"嘉義縣太保市後庄里"
0,2,0,0,18,272,0,0,0,0,"嘉義縣太保市後潭里"
0,0,0,0,30,507,0,0,0,0,"嘉義縣太保市新埤里"
0,5,0,0,29,535,0,0,0,0,"嘉義縣太保市春珠里"
0,0,0,0,10,188,0,0,0,0,"嘉義縣太保市東勢里"
0,2,0,0,21,390,0,0,0,0,"嘉義縣太保市梅埔里"
0,0,0,0,37,538,0,0,0,0,"嘉義縣太保市港尾里"
0,0,0,0,19,402,0,0,0,0,"嘉義縣太保市田尾里"
0,1,0,0,29,241,0,0,0,0,"嘉義縣太保市舊埤里"
0,6,0,0,49,708,0,0,0,0,"嘉義縣太保市過溝里"
0,0,0,0,23,246,0,0,0,0,"嘉義縣太保市麻寮里"
0,1,0,0,13,299,0,0,0,0,"嘉義縣布袋鎮中安里"
0,0,0,0,1,13,0,0,0,0,"嘉義縣布袋鎮九龍里"
0,6,0,0,18,387,0,0,0,0,"嘉義縣布袋鎮光復里"
0,0,0,0,84,1027,0,0,0,0,"嘉義縣布袋鎮好美里"
0,1,0,0,11,127,0,0,0,0,"嘉義縣布袋鎮岑海里"
0,0,0,0,1,32,0,0,0,0,"嘉義縣布袋鎮岱江里"
0,2,0,0,38,477,0,0,0,0,"嘉義縣布袋鎮復興里"
0,1,0,0,20,389,0,0,0,0,"嘉義縣布袋鎮振寮里"
0,1,0,0,12,318,0,0,0,0,"嘉義縣布袋鎮新厝里"
0,0,0,0,28,242,0,0,0,0,"嘉義縣布袋鎮新岑里"
0,4,0,0,52,510,0,0,0,0,"嘉義縣布袋鎮新民里"
0,0,0,0,11,224,0,0,0,0,"嘉義縣布袋鎮東安里"
0,0,0,0,23,262,0,0,0,0,"嘉義縣布袋鎮東港里"
0,2,0,0,31,580,0,0,0,0,"嘉義縣布袋鎮樹林里"
0,0,0,0,32,269,0,0,0,0,"嘉義縣布袋鎮永安里"
0,1,0,0,2,269,0,0,0,0,"嘉義縣布袋鎮江山里"
0,2,0,0,22,690,0,0,0,0,"嘉義縣布袋鎮考試里"
0,0,0,0,4,72,0,0,0,0,"嘉義縣布袋鎮興中里"
0,1,0,0,15,396,0,0,0,0,"嘉義縣布袋鎮菜舖里"
0,1,0,0,16,130,0,0,0,0,"嘉義縣布袋鎮西安里"
0,2,0,0,6,163,0,0,0,0,"嘉義縣布袋鎮見龍里"
0,1,0,0,32,544,0,0,0,0,"嘉義縣布袋鎮貴舍里"
0,5,0,0,23,297,0,0,0,0,"嘉義縣布袋鎮龍江里"
0,0,0,0,24,332,0,0,0,1,"嘉義縣新港鄉三間村"
0,1,0,0,26,354,0,0,0,0,"嘉義縣新港鄉中庄村"
0,2,0,0,36,503,0,0,0,0,"嘉義縣新港鄉中洋村"
0,1,0,0,20,455,0,0,0,0,"嘉義縣新港鄉共和村"
0,0,0,0,1,63,0,0,0,0,"嘉義縣新港鄉北崙村"
0,0,0,0,32,329,0,0,0,0,"嘉義縣新港鄉南崙村"
0,2,0,0,24,418,0,0,0,0,"嘉義縣新港鄉南港村"
0,0,0,0,26,160,0,0,0,0,"嘉義縣新港鄉古民村"
0,0,0,0,12,320,0,0,0,0,"嘉義縣新港鄉埤子村"
0,6,0,0,33,516,0,0,0,0,"嘉義縣新港鄉大潭村"
0,1,0,0,5,68,0,0,0,0,"嘉義縣新港鄉大興村"
0,0,0,0,25,428,0,0,0,0,"嘉義縣新港鄉安和村"
0,2,0,0,19,222,0,0,0,0,"嘉義縣新港鄉宮前村"
0,1,0,0,15,123,0,0,0,0,"嘉義縣新港鄉宮後村"
0,3,0,0,15,299,0,0,0,0,"嘉義縣新港鄉月潭村"
0,3,0,0,20,382,0,0,0,0,"嘉義縣新港鄉月眉村"
0,0,0,0,8,111,0,0,0,0,"嘉義縣新港鄉板頭村"
0,2,0,0,20,285,0,0,0,0,"嘉義縣新港鄉海瀛村"
0,6,0,0,36,460,0,0,0,0,"嘉義縣新港鄉溪北村"
0,2,0,0,29,693,0,0,0,0,"嘉義縣新港鄉潭大村"
0,6,0,0,17,145,0,0,0,0,"嘉義縣新港鄉福德村"
0,4,0,0,29,447,0,0,0,0,"嘉義縣新港鄉菜公村"
0,0,0,0,22,228,0,0,0,0,"嘉義縣新港鄉西庄村"
0,0,0,0,1,15,0,0,0,0,"嘉義縣朴子市中正里"
0,0,0,0,13,168,0,0,0,0,"嘉義縣朴子市仁和里"
0,1,0,0,32,359,0,0,0,0,"嘉義縣朴子市佳禾里"
0,0,0,0,9,52,0,0,0,0,"嘉義縣朴子市內厝里"
0,0,0,0,16,298,0,0,0,0,"嘉義縣朴子市南竹里"
0,0,0,0,5,27,0,0,0,0,"嘉義縣朴子市博厚里"
0,0,0,0,9,39,0,0,0,0,"嘉義縣朴子市双溪里"
0,2,0,0,23,452,0,0,0,0,"嘉義縣朴子市大葛里"
0,5,1,0,39,468,0,0,0,0,"嘉義縣朴子市大鄉里"
0,0,0,0,15,107,0,0,0,0,"嘉義縣朴子市安福里"
0,1,0,0,14,280,0,0,0,0,"嘉義縣朴子市崁前里"
0,5,0,0,14,423,0,0,0,0,"嘉義縣朴子市崁後里"
0,1,0,0,15,116,0,0,0,0,"嘉義縣朴子市平和里"
0,0,0,0,19,318,0,0,0,0,"嘉義縣朴子市德家里"
0,1,0,0,9,174,0,0,0,0,"嘉義縣朴子市德興里"
0,0,0,0,4,94,0,0,0,0,"嘉義縣朴子市文化里"
0,1,0,0,10,135,0,0,0,0,"嘉義縣朴子市新寮里"
0,2,0,0,11,236,0,0,0,0,"嘉義縣朴子市新庄里"
0,0,0,0,11,368,0,0,0,0,"嘉義縣朴子市松華里"
0,3,0,0,16,334,0,0,0,0,"嘉義縣朴子市梅華里"
0,4,0,0,20,376,0,0,0,0,"嘉義縣朴子市永和里"
0,0,0,0,12,225,0,0,0,0,"嘉義縣朴子市溪口里"
0,3,0,0,28,262,0,0,0,0,"嘉義縣朴子市竹圍里"
0,0,0,0,31,659,0,0,0,0,"嘉義縣朴子市竹村里"
0,0,0,0,0,10,0,0,0,0,"嘉義縣朴子市開元里"
0,0,0,0,3,34,0,0,0,0,"嘉義縣朴子市順天里"
0,1,0,0,12,165,0,0,0,0,"嘉義縣朴子市順安里"
0,1,0,0,26,460,0,0,0,0,"嘉義縣東石鄉三家村"
0,2,0,0,15,297,0,0,0,0,"嘉義縣東石鄉下揖村"
0,3,0,0,55,293,0,0,0,0,"嘉義縣東石鄉副瀨村"
0,1,0,0,8,206,0,0,0,0,"嘉義縣東石鄉圍潭村"
0,3,0,0,42,266,0,0,0,0,"嘉義縣東石鄉型厝村"
0,14,0,0,60,565,0,0,0,0,"嘉義縣東石鄉塭仔村"
0,3,0,0,20,91,0,0,0,0,"嘉義縣東石鄉塭港村"
0,3,0,0,47,542,0,0,0,0,"嘉義縣東石鄉掌潭村"
0,0,0,0,20,443,0,0,0,0,"嘉義縣東石鄉東崙村"
0,4,0,0,30,357,0,0,0,0,"嘉義縣東石鄉東石村"
0,2,0,0,39,305,0,0,0,0,"嘉義縣東石鄉永屯村"
0,5,0,0,33,327,0,0,0,0,"嘉義縣東石鄉洲仔村"
0,3,0,0,15,342,0,0,0,0,"嘉義縣東石鄉海埔村"
0,1,0,0,22,221,0,0,0,0,"嘉義縣東石鄉港口村"
