CityName,TownName,VilCode,VilName,NesatAndHaitang,Megi,NesatAndHaitang,Megi
高雄市,田寮區,6402200-004,田寮里,278.8836989831,403.8373344538,289.8323784269,374.7931740954
高雄市,田寮區,6402200-005,七星里,129.8891792857,747.2866238732,135.6376968367,761.7080681053
高雄市,田寮區,6402200-006,崇德里,60.4892603074,650.0103761612,56.0347399786,661.4769366051
高雄市,田寮區,6402200-007,西德里,51.216677836,627.3497455591,46.5009045395,660.1586897515
高雄市,田寮區,6402200-008,三和里,32.9704888888,325.3575576395,31.0605210011,295.7045783326
高雄市,田寮區,6402200-009,古亭里,83.985118265,424.8136790855,68.5014708111,384.0618885747
高雄市,田寮區,6402200-010,新興里,250.3988986568,962.8595763667,226.2639326842,1136.2155068612
高雄市,阿蓮區,6402300-001,石安里,1.6816013173,237.5814178666,2.4981231725,263.8994742688
高雄市,阿蓮區,6402300-002,中路里,0.4156941354,519.3501715879,0.3624943442,528.8199043964
高雄市,阿蓮區,6402300-003,峯山里,153.222136816,896.2532816505,1.1305037109,256.919564689
高雄市,阿蓮區,6402300-004,港後里,1.9604447981,171.5668993747,0.3538764793,177.8639217639
高雄市,阿蓮區,6402300-005,崗山里,0.3149296163,684.7515026941,0.3823633351,872.3861233667
高雄市,阿蓮區,6402300-006,阿蓮里,85.8252485836,2364.0309031246,83.2077889808,2898.758903291
高雄市,阿蓮區,6402300-007,清蓮里,2.2006461819,1054.1597061667,0.9621009275,853.223092374
高雄市,阿蓮區,6402300-008,和蓮里,0.4224628129,50.8911644295,0.6346796295,157.0275938102
高雄市,阿蓮區,6402300-009,青旗里,0.3785993201,197.8891556222,0.7611008228,152.4480463295
高雄市,阿蓮區,6402300-010,復安里,1.6626919009,390.1042847962,5.7935659099,464.7451430779
高雄市,阿蓮區,6402300-011,玉庫里,0.4280908627,1197.6063745698,0.5055055535,1410.8729461519
高雄市,阿蓮區,6402300-012,南蓮里,15.8426363536,758.9242714859,21.8614666335,692.67174332
高雄市,路竹區,6402400-001,竹滬里,48.6897501849,1312.9414368462,53.3008180754,1446.4677304944
高雄市,路竹區,6402400-002,頂寮里,31.9910930259,547.5050330437,20.2596000305,515.9158965481
高雄市,路竹區,6402400-003,新達里,46.1687213157,473.3878612588,26.3076658181,467.1694146779
高雄市,路竹區,6402400-004,後鄉里,20.2159701648,484.7331037436,14.9898490045,547.2703790579
高雄市,路竹區,6402400-005,北嶺里,68.4121444602,662.5128692706,52.6587083206,599.2285914341
高雄市,路竹區,6402400-006,社西里,18.2880850712,719.0366540271,17.9103222625,565.6017630231
高雄市,路竹區,6402400-007,甲北里,105.026728684,1277.4781663609,75.5656793055,1356.6560867188
高雄市,路竹區,6402400-008,甲南里,43.9910373291,1231.1847813733,36.9910277262,1441.7897543486
高雄市,路竹區,6402400-009,下坑里,71.0054224515,1151.6322146196,60.9865461762,1338.0322709538
高雄市,路竹區,6402400-010,竹園里,58.326416262,496.2747743595,54.2000886487,632.2181141081
高雄市,路竹區,6402400-011,竹東里,11.0311003607,659.8244457707,13.3231557768,579.9783182316
高雄市,路竹區,6402400-012,竹西里,17.5446290625,496.2206658463,21.1900151654,488.4898081551
高雄市,路竹區,6402400-013,文北里,23.2166061057,858.9370914332,20.9932226013,781.7503624954
高雄市,路竹區,6402400-014,文南里,43.8196355456,625.8121321803,33.8881177017,587.2733267743
高雄市,路竹區,6402400-015,三爺里,50.4605913746,469.7183495368,49.7191153658,478.4902202613
高雄市,路竹區,6402400-016,鴨寮里,77.872103512,516.6757627298,51.7522934309,662.2816384543
高雄市,路竹區,6402400-017,社東里,89.4508655564,964.6432001873,89.3575448772,1066.7255111517
高雄市,路竹區,6402400-018,社中里,6.8178241633,149.5034930391,1.7382149979,178.3052410932
高雄市,路竹區,6402400-019,竹南里,27.6386252103,608.8956611519,21.9590217237,626.5260830452
高雄市,路竹區,6402400-020,社南里,21.0563033699,746.9197055651,10.273456618,877.5945547448
高雄市,湖內區,6402500-001,海山里,19.4999646385,788.1240221574,23.9184030603,840.5062077851
高雄市,湖內區,6402500-002,劉家里,7.7889180879,418.926551717,6.4091142929,419.9537362996
高雄市,湖內區,6402500-003,太爺里,16.170063818,299.8804458411,10.7010420029,242.070891144
高雄市,湖內區,6402500-004,公舘里,13.4321198005,512.7712485727,0.6346796295,154.7592990734
高雄市,湖內區,6402500-005,葉厝里,5.1154697232,722.1536900218,4.5760907145,783.7609964516
高雄市,湖內區,6402500-006,大湖里,41.3336769606,1297.1277581099,41.949983653,1296.7856034555
高雄市,湖內區,6402500-007,田尾里,22.3111844969,381.466860605,17.07779739,385.4334487896
高雄市,湖內區,6402500-008,湖內里,148.5664339465,1691.0596101584,148.6472629039,1869.4318861017
高雄市,湖內區,6402500-009,海埔里,50.7938984354,500.8575139176,56.5909825007,474.9425366414
高雄市,湖內區,6402500-010,文賢里,41.925277928,960.4586694716,34.6516114562,912.8815936394
高雄市,湖內區,6402500-011,中賢里,27.2137451207,619.0468393685,15.7096554865,587.2262114626
高雄市,湖內區,6402500-012,逸賢里,14.9469356972,534.355214481,12.5504084619,470.3172286
高雄市,湖內區,6402500-013,忠興里,9.5615050507,580.088499504,9.9567885336,537.6348547875
高雄市,湖內區,6402500-014,湖東里,10.6400726963,726.7909075393,11.7908996976,657.4224964857
高雄市,茄萣區,6402600-001,福德里,5.0402882991,494.1820099973,2.0257983312,491.019220639
高雄市,茄萣區,6402600-002,萬福里,8.9594795711,649.3604686684,9.8574407133,727.2277421219
高雄市,茄萣區,6402600-003,白雲里,18.029403698,802.740025915,16.2805726567,753.6217698967
高雄市,茄萣區,6402600-004,嘉賜里,1.5329082103,633.11943695,0.4356579751,573.8406254408
高雄市,茄萣區,6402600-005,嘉安里,16.6366542857,625.7109467498,11.6587025942,708.0217124585
高雄市,茄萣區,6402600-006,嘉定里,0.8824956868,309.4760124978,0.7496966684,306.7742766151
高雄市,茄萣區,6402600-007,保定里,7.4642506594,847.1291396791,6.5034928574,878.6243767906
高雄市,茄萣區,6402600-008,光定里,14.2103590243,564.2425785695,19.7104459055,605.6410421909
高雄市,茄萣區,6402600-009,大定里,20.9220070737,954.0155210947,11.9947407133,839.6746611194
高雄市,茄萣區,6402600-010,吉定里,14.8965935711,877.7017692808,14.6984107133,853.1282885152
高雄市,茄萣區,6402600-011,嘉樂里,2.3893668994,774.4629457045,2.6695485415,865.1195066371
高雄市,茄萣區,6402600-012,嘉泰里,1.7911751484,190.0630110722,0.8728388868,198.6039347318
高雄市,茄萣區,6402600-013,嘉福里,0.8081095316,203.1354974454,0.5062964626,162.6888664267
高雄市,茄萣區,6402600-014,和協里,6.969839109,250.9152863851,1.3368388868,220.6421761283
高雄市,茄萣區,6402600-015,崎漏里,173.578835383,3590.1870117299,184.2400577385,4022.2549549254
高雄市,永安區,6402700-001,永安里,78.5788646024,893.7385395793,68.2331216127,823.9647374267
高雄市,永安區,6402700-002,永華里,77.38932852,947.3327084701,41.6288930476,921.1012215175
高雄市,永安區,6402700-003,新港里,87.0338792697,1579.5653630847,67.7718800685,1333.1779128723
高雄市,永安區,6402700-004,鹽田里,75.6119077816,383.3839259481,61.9339074036,377.2023001271
高雄市,永安區,6402700-005,保寧里,75.8736185836,1105.2213113023,82.2469223141,1249.6894537458
高雄市,永安區,6402700-006,維新里,267.2897698021,2176.130147917,247.4708206175,2328.0721216512
高雄市,彌陀區,6402800-001,光和里,61.2225315288,674.2315169363,54.494891485,632.4104726048
高雄市,彌陀區,6402800-002,彌靖里,6.2320307232,496.839228747,4.3881387928,535.9298257728
高雄市,彌陀區,6402800-003,彌仁里,3.4524500723,191.4208999346,1.6705483312,167.948746095
高雄市,彌陀區,6402800-004,彌壽里,4.3138244442,214.9632249381,3.2234983312,216.697894243
高雄市,彌陀區,6402800-005,彌陀里,23.0915360842,660.4198225036,23.4066612038,675.7762349789
高雄市,彌陀區,6402800-006,舊港里,39.8224308199,621.2664684759,34.9770122348,601.2687221131
高雄市,彌陀區,6402800-007,文安里,20.0939298068,898.6296167567,6.2173787427,747.5057994701
高雄市,彌陀區,6402800-008,鹽埕里,15.0650017947,662.7938670831,15.1072050611,581.1947475743
高雄市,彌陀區,6402800-009,過港里,20.1122282349,536.0775953929,15.7446442538,608.3446969748
高雄市,彌陀區,6402800-010,海尾里,5.3875047059,450.6747243091,5.9988632169,420.2310757347
高雄市,彌陀區,6402800-011,漯底里,24.6825509161,835.3474094732,31.8565429209,825.124153481
高雄市,彌陀區,6402800-012,南寮里,78.7270786551,1160.851249209,62.2824683843,1179.737880279
高雄市,梓官區,6402900-001,梓信里,58.8163877737,925.1581717714,37.2580705602,1078.4265923558
高雄市,梓官區,6402900-002,梓義里,9.0393012741,603.116083264,11.58821672,678.6177603222
高雄市,梓官區,6402900-003,梓和里,1.4994129132,588.7682000929,5.7386530564,544.456023959
高雄市,梓官區,6402900-004,梓平里,8.4105854622,497.8438832423,4.6207651905,443.666878351
高雄市,梓官區,6402900-005,中崙里,16.2240163878,623.7422701673,15.8799048699,600.8753122539
高雄市,梓官區,6402900-006,赤崁里,43.4644364259,728.6559673343,27.1131747726,793.2068779143
高雄市,梓官區,6402900-007,禮蚵里,5.3851632858,519.7079214884,1.3846520658,615.975996617
高雄市,梓官區,6402900-008,智蚵里,4.8443323702,791.0688541645,1.3069086741,814.5946769554
高雄市,梓官區,6402900-009,信蚵里,9.637800186,429.3650674355,4.8812120311,451.5410947231
高雄市,梓官區,6402900-010,同安里,18.3038857945,530.3139352985,19.5554400241,604.2982060077
高雄市,梓官區,6402900-011,大舍里,5.8250809069,795.8853886174,6.16603908,838.1093816181
高雄市,梓官區,6402900-012,赤東里,14.1268404288,715.9045291986,5.0782110262,733.864264829
高雄市,梓官區,6402900-013,赤西里,8.9873102459,323.8662659119,8.9905455459,324.0410189268
高雄市,梓官區,6402900-014,茄苳里,11.9259905344,732.8118552552,2.5139183897,622.8782915822
高雄市,梓官區,6402900-015,典寶里,16.5430846348,703.2643334208,1.1274567744,696.8762436117
高雄市,旗山區,6403000-001,太平里,11.7042165125,605.2752137409,11.6100719687,533.848996162
高雄市,旗山區,6403000-002,大德里,3.1724507457,590.4668996014,2.7776108212,532.571974377
高雄市,旗山區,6403000-003,湄洲里,23.4118048164,818.495548027,16.8942722919,966.2134713541
高雄市,旗山區,6403000-004,圓富里,159.9371710719,950.9814278005,179.9541149041,1099.8763227804
高雄市,旗山區,6403000-005,中正里,146.6524832559,687.2746088568,135.7610855984,913.2827672904
高雄市,旗山區,6403000-006,大林里,330.9225901057,670.6898891492,311.8839992923,892.0051926702
高雄市,旗山區,6403000-007,上洲里,88.0881822126,627.48983585,77.669330109,579.0427036824
高雄市,旗山區,6403000-008,新光里,46.9682681865,654.5190498936,53.1739329581,640.7011150408
高雄市,旗山區,6403000-009,南勝里,192.5845199104,1851.02729553,187.3527901502,2242.8221185374
高雄市,旗山區,6403000-010,中寮里,118.2956809022,297.0607026886,103.2150478579,333.3418978172
高雄市,旗山區,6403000-011,東平里,301.7276850187,865.6129446066,260.7486631608,1051.5365720648
高雄市,旗山區,6403000-012,東昌里,71.6783109795,911.3579910122,81.636612359,1058.4206572651
高雄市,旗山區,6403000-013,竹峰里,23.7110979109,722.4450306484,14.9950292404,693.1353895131
高雄市,旗山區,6403000-014,瑞吉里,27.2077965079,561.0991527617,14.2365817556,542.6145151848
高雄市,旗山區,6403000-015,永和里,82.6561014515,1558.8158821917,82.3351536676,1769.7924512519
高雄市,旗山區,6403000-016,三協里,384.1651407659,1871.5434665245,405.6337944998,1782.0076974068
高雄市,旗山區,6403000-017,鯤洲里,17.541946747,433.021613425,9.3042160237,438.8797554958
高雄市,旗山區,6403000-018,大山里,118.0784322347,907.8682757635,92.8552404075,900.6814338893
高雄市,旗山區,6403000-019,中洲里,42.5299062628,392.8056021498,38.7219854364,341.9438547561
高雄市,旗山區,6403000-020,南洲里,52.7856155934,436.4165917467,38.4212405903,432.5076255224
高雄市,旗山區,6403000-021,廣福里,298.9842898893,461.5930821987,329.5677766243,468.2936773895
高雄市,美濃區,6403100-001,福安里,149.5740427521,1008.5469059695,133.035408226,1161.6339822626
高雄市,美濃區,6403100-002,合和里,80.0831420374,1143.7047673996,112.8567266649,1326.3236223413
高雄市,美濃區,6403100-003,祿興里,41.5254010429,963.3409484092,74.5297852205,987.6627790152
高雄市,美濃區,6403100-004,中壇里,139.1687258791,778.8355207776,150.7710863565,932.9441466659
高雄市,美濃區,6403100-005,德興里,131.8889542569,693.1883332162,89.2621043721,837.2666195394
高雄市,美濃區,6403100-006,龍山里,279.0934467044,920.7169182462,259.3380226697,1025.8640066676
高雄市,美濃區,6403100-007,獅山里,235.7969795968,1096.9931847304,196.1664630837,1151.2941572374
高雄市,美濃區,6403100-008,龍肚里,328.0745553802,603.3206467065,287.49839615,793.2112144691
高雄市,美濃區,6403100-009,廣德里,121.6092303574,784.601125706,101.7914942305,945.6002044039
高雄市,美濃區,6403100-010,興隆里,126.5995511308,727.6124087208,111.6840754685,864.25649464
高雄市,美濃區,6403100-011,中圳里,84.3831695093,917.9371753029,92.9321688044,1188.9744199169
高雄市,美濃區,6403100-012,東門里,42.4536641164,399.8381646794,19.3022292702,393.6534102555
高雄市,美濃區,6403100-013,泰安里,26.9247950482,637.425027319,36.4388151074,659.0530340325
高雄市,美濃區,6403100-014,瀰濃里,42.9612973378,696.9468706777,45.5032276136,789.0595376497
高雄市,美濃區,6403100-015,清水里,137.776653938,918.7111170845,108.9742161377,960.9576140037
高雄市,美濃區,6403100-016,吉洋里,226.2947130172,1045.8236017111,218.7672489742,1186.8901137915
高雄市,美濃區,6403100-017,吉和里,168.6245233806,698.4655738958,163.9420727623,876.3023603229
高雄市,美濃區,6403100-018,吉東里,319.5245259155,645.6702771571,284.4883043246,788.8437751907
高雄市,美濃區,6403100-019,廣林里,186.2393666364,1176.6247701975,153.02783649,1544.4094038265
高雄市,六龜區,6403200-001,新威里,216.0035262206,522.1359173641,211.7997764411,530.5483080764
高雄市,六龜區,6403200-002,新興里,58.6650454814,413.8204609476,58.0512744622,410.9948885628
高雄市,六龜區,6403200-003,新寮里,167.6276900737,400.5732887677,169.9095384475,391.4505236151
高雄市,六龜區,6403200-004,新發里,260.0966925031,1430.1625423934,247.2179778944,1540.5168216042
高雄市,六龜區,6403200-005,荖濃里,373.9998890728,1376.2465736227,312.7123485617,1775.906515944
高雄市,六龜區,6403200-006,六龜里,101.9512099024,794.0789398682,95.4036289996,847.7099514751
高雄市,六龜區,6403200-007,義寶里,18.2840710489,1113.5234148774,24.7880794538,1113.3242069629
高雄市,六龜區,6403200-008,興龍里,224.1411009851,578.9017874126,209.7932075987,568.5852924886
高雄市,六龜區,6403200-009,中興里,357.6048058535,1096.0362953984,336.4896353903,1192.3141260515
高雄市,六龜區,6403200-010,寶來里,327.3686861866,2227.1129039759,299.3956619029,2222.8082516422
高雄市,六龜區,6403200-011,文武里,112.2309621188,874.4169039113,85.6261991815,991.5722598543
高雄市,六龜區,6403200-012,大津里,27.5326320019,396.0622194833,26.5158489241,444.506996273
高雄市,甲仙區,6403300-001,東安里,269.0374890867,468.2678932093,247.1973131308,406.2779785252
高雄市,甲仙區,6403300-002,西安里,94.2674898654,863.2058407867,76.2944466799,925.2288640365
高雄市,甲仙區,6403300-003,和安里,119.1051433155,437.13360491,121.4528355461,403.9471837754
高雄市,甲仙區,6403300-004,大田里,224.6883580813,676.1953131829,213.5986346643,885.4653243479
高雄市,甲仙區,6403300-005,寶隆里,69.4824802584,353.2248497111,72.8255753445,360.8519074457
高雄市,甲仙區,6403300-006,關山里,293.8929221624,376.5634775428,291.1119576362,419.8473825441
高雄市,甲仙區,6403300-007,小林里,274.5520857536,496.2086513903,244.9436157552,546.5569508707
高雄市,杉林區,6403400-001,杉林里,181.4086876834,447.9285275308,171.5989606763,476.7591133331
高雄市,杉林區,6403400-002,木梓里,178.6652498963,599.1282893637,182.5570394546,713.2958829184
高雄市,杉林區,6403400-003,集來里,465.5990498936,2019.4320812887,514.6109014264,2381.6495843884
高雄市,杉林區,6403400-004,新庄里,460.125268737,973.162508259,464.5050387758,1123.9740060196
高雄市,杉林區,6403400-005,上平里,84.9909967077,1040.9090022446,84.9383605104,1053.0234916403
高雄市,杉林區,6403400-006,月眉里,269.1338773678,1045.0761741905,241.6928430202,1198.856335583
高雄市,杉林區,6403400-007,月美里,235.993644028,660.7859225186,189.1682823271,932.3809582485
高雄市,杉林區,6403400-008,大愛里,0.5142628129,50.0351748192,0.6346796295,154.6584485721
高雄市,內門區,6403500-001,溝坪里,238.7870885184,719.0029056285,244.6436049909,764.7672508262
高雄市,內門區,6403500-002,金竹里,268.108888147,359.9500884144,257.7854762646,335.0871527741
高雄市,內門區,6403500-003,永富里,355.6882429189,693.2865893271,370.4059473076,658.8576131812
高雄市,內門區,6403500-004,永吉里,138.9942656572,371.1133011036,120.8747950999,339.5920891261
高雄市,內門區,6403500-005,永興里,33.2834680797,282.8157515539,33.9001306981,243.3531845763
高雄市,內門區,6403500-006,石坑里,238.27412753,403.8983986621,242.8185178333,391.8042755848
高雄市,內門區,6403500-007,內門里,22.5207150223,503.8326892975,10.1156636702,459.6594546306
高雄市,內門區,6403500-008,內豊里,122.2890931471,936.1149892746,91.7990178836,1040.1182628873
高雄市,內門區,6403500-009,觀亭里,46.3515549779,731.90830119,59.7707981735,668.6971784508
高雄市,內門區,6403500-010,中埔里,251.9413560759,413.5037528339,257.0677692184,378.5604855031
高雄市,內門區,6403500-011,內東里,250.5483443207,658.3748346926,229.2922882039,702.0121178702
高雄市,內門區,6403500-012,內南里,187.2699662712,321.3028484858,183.2910289988,359.2693764036
高雄市,內門區,6403500-013,東埔里,173.5917574724,338.2252297072,175.2593955805,331.1779290271
高雄市,內門區,6403500-014,三平里,168.4444780435,512.29338708,175.2065188313,530.6316343424
高雄市,內門區,6403500-015,木柵里,286.3740258855,493.5049185646,287.5662289811,510.1820643032
高雄市,內門區,6403500-016,內興里,76.4874975999,290.1112270819,72.6583747037,336.2523910097
高雄市,內門區,6403500-017,瑞山里,173.3728982675,308.7253394509,170.8651057225,310.8754554056
高雄市,內門區,6403500-018,光興里,111.7488748419,516.421923324,99.2355053571,499.1707795501
高雄市,茂林區,6403600-001,茂林里,61.4707762156,541.959290511,47.6551279301,522.0799255993
高雄市,茂林區,6403600-002,萬山里,37.8759036001,419.51228633,37.0841391017,474.1559567218
高雄市,茂林區,6403600-003,多納里,213.603025376,450.3175816104,215.4857533548,452.6289310842
高雄市,桃源區,6403700-001,桃源里,171.8297118312,596.9610136907,178.2724998514,599.7104732751
高雄市,桃源區,6403700-002,寶山里,311.6503753608,543.1607230513,310.7405908633,664.3465361133
高雄市,桃源區,6403700-003,建山里,91.0755992116,482.9573715068,110.9867119369,459.4489818669
高雄市,桃源區,6403700-004,高中里,189.4726563567,515.395541774,185.7353274572,571.8618739227
高雄市,桃源區,6403700-005,勤和里,80.6326551107,534.1828213674,87.3170287523,558.0344080898
高雄市,桃源區,6403700-006,復興里,68.0095712541,400.9829858547,64.1308427652,388.7859257318
高雄市,桃源區,6403700-007,拉芙蘭里,54.0229507426,427.7258383468,53.3986658364,413.8407305492
高雄市,桃源區,6403700-008,梅山里,94.1001915583,409.1047494125,97.2164868949,442.9705737514
高雄市,那瑪夏區,6403800-001,達卡努瓦里,203.9982090803,884.5573595645,210.3137763524,975.2318062698
高雄市,那瑪夏區,6403800-002,瑪雅里,267.2403445338,651.5029385712,297.4007061958,717.674949729
高雄市,那瑪夏區,6403800-003,南沙魯里,250.4622802055,591.0649376831,312.261042553,597.1961247575
新北市,板橋區,6500100-001,留侯里,11.758407828,80.7912615741,18.5463599866,131.5871225888
新北市,板橋區,6500100-002,流芳里,29.0229744973,117.1481727609,36.0619175486,117.4308925073
新北市,板橋區,6500100-003,赤松里,41.8232426153,224.4010684024,94.1993044534,224.1007995002
新北市,板橋區,6500100-004,黃石里,7.5302053832,98.9094815935,24.4701023782,134.2200008817
新北市,板橋區,6500100-005,挹秀里,16.736139221,114.3089807827,17.8732869137,158.3256013975
新北市,板橋區,6500100-006,湳興里,261.7218521152,675.6272330047,180.982353814,659.5040647447
新北市,板橋區,6500100-007,新興里,65.7968966891,336.0699210547,88.8944323396,372.0564626687
新北市,板橋區,6500100-008,社後里,516.5949178714,829.9156097211,458.4421124571,775.5481291695
新北市,板橋區,6500100-009,香社里,80.3886959329,439.8986027409,61.184609939,588.2368756891
新北市,板橋區,6500100-010,中正里,121.6606411343,567.9357506488,127.0716161116,545.0706316501
新北市,板橋區,6500100-011,自強里,12.8557859342,69.8460395881,38.2149777198,129.3568260537
新北市,板橋區,6500100-012,自立里,71.6553542034,265.2436092384,77.6936303623,315.8270603242
新北市,板橋區,6500100-013,光華里,12.9034889533,99.786178896,32.5336879279,125.4730975273
新北市,板橋區,6500100-014,國光里,13.2346096144,95.6671669669,36.7410020803,166.7693473593
新北市,板橋區,6500100-015,港尾里,14.0672517022,67.2341701305,46.9315917884,178.1275955756
新北市,板橋區,6500100-016,金華里,21.5881728493,165.7953856528,42.9836856129,209.6566257345
新北市,板橋區,6500100-017,港德里,13.0615091458,102.08555867,38.1085062912,183.0883710939
新北市,板橋區,6500100-018,民權里,100.2403388558,252.6421562329,97.6907129564,318.8781520585
新北市,板橋區,6500100-019,建國里,60.4383390836,360.4734311446,78.0978388717,329.5111153014
新北市,板橋區,6500100-020,漢生里,63.0548895159,333.3933478333,66.5524103804,320.289172444
新北市,板橋區,6500100-021,公舘里,67.6262831647,240.6372158421,59.7747147098,177.4806384426
新北市,板橋區,6500100-022,新民里,62.4739298614,250.2045525263,62.6515936558,300.9546080682
新北市,板橋區,6500100-023,幸福里,92.5492032762,493.8686423727,86.940580243,472.2861327855
新北市,板橋區,6500100-024,忠誠里,48.4133272839,339.8061417221,60.2342713923,338.0376418893
新北市,板橋區,6500100-025,百壽里,82.7161156756,546.7764791873,82.1326345657,495.532971851
新北市,板橋區,6500100-026,介壽里,22.54151319,151.1803432117,26.2055109405,143.3823850517
新北市,板橋區,6500100-027,新埔里,41.403992637,207.9376467887,52.0520197399,273.2652973311
新北市,板橋區,6500100-028,華江里,208.9234513866,498.7989352431,172.6047925996,469.5919649272
新北市,板橋區,6500100-029,江翠里,142.859766599,923.5602597383,135.0512906734,970.3938844264
新北市,板橋區,6500100-030,純翠里,173.6779537841,1150.3637439775,124.8166900648,1159.132348807
新北市,板橋區,6500100-031,溪頭里,89.0585696898,677.8907996697,85.1504895003,733.2273754388
新北市,板橋區,6500100-032,聯翠里,64.4927340427,246.6334665899,59.0903453225,298.8360318647
新北市,板橋區,6500100-033,宏翠里,59.2609821355,606.7031841047,63.8567422807,527.3774096756
新北市,板橋區,6500100-034,仁翠里,43.4551726916,276.316589881,60.1803765451,264.2215737178
新北市,板橋區,6500100-035,新翠里,199.573295127,611.3587889761,191.1143892454,518.9960942258
新北市,板橋區,6500100-036,吉翠里,90.1917350541,604.5813159134,92.0211471281,640.1711115035
新北市,板橋區,6500100-037,德翠里,110.0651889515,477.8216138645,96.7366909215,503.768228899
新北市,板橋區,6500100-038,滿翠里,53.068391622,201.1428104282,74.5374682689,196.2320187165
新北市,板橋區,6500100-039,明翠里,99.2688873799,715.1211813658,88.8767969179,775.362681477
新北市,板橋區,6500100-040,松翠里,59.5318968537,516.9707525328,81.3049239179,478.6808174608
新北市,板橋區,6500100-041,柏翠里,157.5606971278,811.3774944182,157.3496558121,837.7996178502
新北市,板橋區,6500100-042,龍翠里,66.7507014144,526.538398358,69.2786871879,533.4215404137
新北市,板橋區,6500100-043,華翠里,60.7914893512,444.6397360002,77.0971386336,398.7091332188
新北市,板橋區,6500100-044,忠翠里,482.0052425079,746.0084558427,475.4792397221,684.4151642192
新北市,板橋區,6500100-045,嵐翠里,54.9130973765,251.3163744529,76.868753984,314.7863818876
新北市,板橋區,6500100-046,文翠里,59.7402612343,321.0610272481,62.9049953641,318.0685973656
新北市,板橋區,6500100-047,青翠里,58.9385702782,455.3576858002,78.187247945,519.7502703608
新北市,板橋區,6500100-048,懷翠里,102.0901975271,780.9005415453,85.5321791235,760.2712304345
新北市,板橋區,6500100-049,福翠里,63.4702241542,240.1804727581,71.8014977177,300.7738811846
新北市,板橋區,6500100-050,港嘴里,205.074255409,546.1226396303,145.743914628,494.7032348299
新北市,板橋區,6500100-051,振興里,94.9330034331,645.7414739946,97.4161571268,780.9213614424
新北市,板橋區,6500100-052,振義里,166.7069750024,546.2153072389,130.6453700776,491.4097440285
新北市,板橋區,6500100-053,光復里,100.8338455704,520.1235482469,98.9282391727,494.2744474638
新北市,板橋區,6500100-054,埔墘里,90.4931643284,437.8073134128,85.2375308146,397.9725681087
新北市,板橋區,6500100-055,長壽里,10.4891945908,60.0197265682,16.649239311,70.9967479365
新北市,板橋區,6500100-056,福壽里,172.7198111173,624.5869526618,145.7837550512,648.9355643533
新北市,板橋區,6500100-057,海山里,118.924545763,1181.5092845274,100.428713778,1242.6456912716
新北市,板橋區,6500100-058,九如里,128.2404943127,158.9226734876,124.4994989033,139.9763806331
新北市,板橋區,6500100-059,玉光里,41.2406623355,405.890625707,54.503378567,367.1621187347
新北市,板橋區,6500100-060,光仁里,57.5692481957,236.2517583426,68.8022947288,270.6800865505
新北市,板橋區,6500100-061,埤墘里,146.4087741513,241.8180066479,121.9907642379,236.5415148075
新北市,板橋區,6500100-062,永安里,64.6141938854,409.8263477074,97.9370176382,408.1425207511
新北市,板橋區,6500100-063,雙玉里,94.5162604382,612.6313346901,86.0885016008,577.4985794051
新北市,板橋區,6500100-064,廣新里,66.0286829806,347.6888597263,77.8574755975,393.4161392217
新北市,板橋區,6500100-065,深丘里,308.5473975091,764.1171943256,270.9231122896,842.8630126207
新北市,板橋區,6500100-066,香丘里,65.976745886,225.6600682267,86.2621067202,230.1220833255
新北市,板橋區,6500100-067,西安里,56.1317367015,398.4576713375,79.4057119613,457.0300959842
新北市,板橋區,6500100-068,東丘里,166.7429985534,424.4628624193,118.3778529698,378.1567651873
新北市,板橋區,6500100-069,長安里,90.4883557114,330.143395281,85.2454421546,363.0896953149
新北市,板橋區,6500100-070,福丘里,22.0892719266,266.273813014,43.0009557416,161.3658413947
新北市,板橋區,6500100-071,福祿里,71.5846103599,192.2121440957,71.0831331886,239.4251509576
新北市,板橋區,6500100-072,民族里,76.849691927,450.0169813532,78.0923896543,484.8747757163
新北市,板橋區,6500100-073,國泰里,128.4476633993,457.3277943874,118.6594546713,506.390522484
新北市,板橋區,6500100-074,福德里,77.8588307671,807.9877077658,67.625355051,853.9228011536
新北市,板橋區,6500100-075,景星里,76.5833260973,169.375648843,114.4308547714,174.2393802285
新北市,板橋區,6500100-076,福星里,100.5409778916,352.4215105227,103.7266420634,339.123114742
新北市,板橋區,6500100-077,鄉雲里,69.6410361405,301.1062520489,63.9140941893,309.1966637501
新北市,板橋區,6500100-078,廣德里,200.0066735229,648.5995967779,156.0119965924,676.7154962244
新北市,板橋區,6500100-079,大豐里,57.3418014309,375.6456161308,68.6096897505,464.3616526057
新北市,板橋區,6500100-080,重慶里,299.6391545836,517.8180937262,233.2329488587,547.7223440979
新北市,板橋區,6500100-081,仁愛里,35.2664635017,165.6025835826,58.2309454245,147.1683517958
新北市,板橋區,6500100-082,和平里,22.2685944283,165.4004339527,41.1371485669,227.8653187501
新北市,板橋區,6500100-083,廣福里,147.7220804377,836.2470045127,119.6750445656,941.3886234506
新北市,板橋區,6500100-084,華興里,61.8957936405,349.5882432649,64.2188841893,366.1987805765
新北市,板橋區,6500100-085,華貴里,140.5134396285,220.9818153831,132.6395807626,259.3453419872
新北市,板橋區,6500100-086,華德里,210.2968142313,580.3509672941,155.3690336497,559.6606579238
